date,week,econ_index,spend_TV,spend_Social,spend_Search,spend_Display,spend_Email,adstock_TV,adstock_Social,adstock_Search,adstock_Display,adstock_Email,saturated_TV,saturated_Social,saturated_Search,saturated_Display,saturated_Email,promo_Caribbean,promo_discount_Caribbean,promo_Mediterranean,promo_discount_Mediterranean,promo_Fjords,promo_discount_Fjords,bookings_Caribbean,bookings_Mediterranean,bookings_Fjords
2019-03-18,11,0.9904849134270306,1031.9114371995354,93.03359189152884,151.86281819418676,32.45316388375282,13.417049371333981,1702.9338479423814,178.4470012953907,240.8318995735512,65.22146335255765,18.481615134812195,0.8097895469268419,0.6408652291646878,0.6674351681716004,0.4491172437383993,0.4802712950084285,0,0.0,0,0.0,0,0.0,157,123,104
2019-03-25,12,0.9934963606423054,427.63536584922963,102.53961489003811,148.32768785462002,41.124228125384214,10.118140271376442,1619.6890594088966,191.76311553773346,244.6604476840405,70.47388663403515,13.81446329833888,0.8019497119437443,0.6572561962957681,0.6709267463413695,0.4683462905788659,0.4085371155075382,0,0.0,0,0.0,1,0.23165000019753612,195,126,116
2019-04-01,13,0.991938548347839,353.0813818762886,100.08721496077659,169.4120579674888,44.82380148911033,9.620280013077055,1486.8637234625162,195.96877272964332,267.276237041105,76.53705047442615,12.38317267274483,0.7880080076657713,0.6621265173426037,0.6901436532310053,0.4889388821525687,0.382395288994246,0,0.0,0,0.0,0,0.0,223,205,81
2019-04-08,14,0.9963920684516427,331.4274675416025,97.81591776772483,155.70662038444576,56.31418651899807,11.769024580306459,1372.2320739653637,195.8003041325465,262.6171152008877,90.75585923248984,14.245659114855425,0.7742959255302263,0.6619340866019172,0.6863705379802582,0.5314948467385981,0.4159843753357867,1,0.16712308837968998,0,0.0,0,0.0,294,160,83
2019-04-15,15,1.0017967710798212,351.65908118348426,104.12719349233349,179.00963997262647,45.82594075394905,12.174997000217056,1312.2215329592389,202.02734555860673,284.05648605298154,86.66607740856948,15.024128823188141,0.7663853699417748,0.6689041523208846,0.7030118210148838,0.51999830293068,0.4289650971487187,0,0.0,0,0.0,0,0.0,231,186,82
2019-04-22,16,1.0060180588894039,459.5862096646288,99.85194996314989,129.25228308352223,53.64928417443156,13.092774474537848,1378.141282736096,200.86562274245324,242.87487750471485,92.64901900828782,16.097600239175478,0.7750459966912729,0.6676257025030675,0.6693075011828538,0.5366321774689047,0.4459465485937015,0,0.0,0,0.0,0,0.0,228,190,103
2019-04-29,17,1.0025327075745365,307.7128807234028,119.13411644302985,145.30635797868712,43.90164609300634,15.342295853721422,1272.41177863867,219.56692781425647,242.45630898057306,85.59370464673586,18.561815901556518,0.7608244541750376,0.6870765048061435,0.6689256138553468,0.5168898469258508,0.48135222544867984,0,0.0,1,0.2187445056404949,0,0.0,218,237,73
2019-05-06,18,1.0017932627652362,364.6398679337571,80.83158620097888,178.74012163359833,53.79659715394894,12.20132244945826,1255.328112980826,190.6150501081071,275.7226452258276,92.31376424498008,15.913685629769564,0.7583560643577173,0.6559021978978702,0.6967573085651456,0.5357306460657243,0.4431092312223838,0,0.0,0,0.0,0,0.0,240,158,103
2019-05-13,19,1.0113965413587995,350.30718369312336,127.51697567808009,123.60979191942637,40.524401747857915,10.503633171152817,1229.0368627797016,222.82450073213363,233.8988500097574,82.06559565809894,13.68637029710673,0.7544561396127886,0.6902341681836105,0.6609200623378927,0.5063727148557077,0.40628806773765797,0,0.0,0,0.0,0,0.0,258,204,119
2019-05-20,20,1.01308702448922,764.2897571590868,101.41863615878562,499.9891714991649,51.255745967150496,13.075047458087647,1624.6155611048778,212.83088652485242,593.5487115030679,88.18526401329501,15.812321517508995,0.8024316281646521,0.6803384694175469,0.8318264779047477,0.524334070114038,0.44153299332404905,0,0.0,0,0.0,0,0.0,230,211,98
2019-05-27,21,1.004750218168836,415.90835877449155,53.720024412010666,153.65928067325737,42.61914430593067,12.473715811375703,1553.1392515479058,160.13546767443688,391.07876527448457,82.30251311191343,15.636180114877503,0.7952014943722056,0.6155849069948763,0.7652025320685125,0.5070932762154021,0.43877261997420597,0,0.0,0,0.0,0,0.0,261,219,81
2019-06-03,22,1.0144128840274025,447.29283628475093,77.12430118531736,163.09717050655178,38.43220083695608,15.688882963713642,1534.4903123682848,157.1920350225358,319.5286766163456,75.46833173731713,18.81611898668914,0.793227188865938,0.6111854708438472,0.7269802714038948,0.4854257513023949,0.48475013674452055,0,0.0,0,0.0,0,0.0,277,179,92
2019-06-10,23,1.0114173191973899,396.0686378150411,97.01197759208516,165.27935349043676,43.25779250704165,10.609967534490378,1470.2118564728403,175.60799510335306,293.090824136975,77.21854178883436,14.373191331828206,0.7861204875717197,0.6371658232828116,0.7095069825123743,0.49115416610687845,0.4181512037411319,0,0.0,0,0.0,0,0.0,251,174,98
2019-06-17,24,1.01815294506331,1062.0508306098463,100.43156509226284,168.60122454326503,43.22924959771708,14.335590947157993,2091.1991301408343,188.23556264393937,285.83755419805505,77.97759340269255,17.210229213523633,0.8394347544680674,0.653061547705232,0.7043151902560547,0.4935990713817489,0.46251338885246024,0,0.0,0,0.0,0,0.0,255,184,116
2019-06-24,25,1.026448020866371,326.99851659659294,249.73429931008317,138.5929417817976,41.84867826129718,11.655144011749718,1790.837907695177,343.8520806320529,252.92796346101963,76.93859529250884,15.097189854454445,0.8174214538670224,0.7746997155953436,0.6782220381482789,0.49024648875636617,0.43015380767125294,0,0.0,0,0.0,0,0.0,288,208,102
2019-07-01,26,1.0214295122352217,330.0413417332357,93.87581619287481,160.70116895710564,52.74678592675088,13.073732585171774,1583.6278771198595,265.80185650890127,261.8723543415135,87.36915380837985,16.093170556062663,0.7983492747738641,0.7266279593155465,0.6857588703771879,0.5220146712841028,0.4458785501003722,0,0.0,0,0.0,0,0.0,287,187,103
2019-07-08,27,1.031481511840503,360.0280409387425,75.5850817131873,179.82285931611983,55.67799577429714,13.717467910229532,1468.567554922644,208.48600996763793,284.5718010527253,94.99411498806808,16.936102021442064,0.7859322779386697,0.675836191046425,0.7033901035916214,0.5428417692477557,0.45852434595319114,0,0.0,1,0.10374639923869602,0,0.0,249,238,91
2019-07-15,28,1.0294669029004295,373.3929872661599,104.15430724303101,168.2801515500817,50.34821836662396,11.397200703883673,1401.3902757120106,208.39731222684998,282.1088719711718,93.0955701112546,14.784421108172086,0.7779492842871611,0.6757429587244836,0.7015733589469195,0.5378275715052604,0.4250299598833544,0,0.0,0,0.0,0,0.0,250,189,105
2019-07-22,29,1.0363165291292296,374.35461013601696,94.62638501978974,117.55534561032462,35.633463790962324,9.594698863630887,1355.3278031344244,198.8250411332147,230.39889439879335,77.5264703410269,12.551583085265305,0.7721223356197431,0.6653560236425418,0.6575331660052942,0.4921488444017752,0.38559055798877145,0,0.0,0,0.0,1,0.0660517185011868,242,185,121
2019-07-29,30,1.0376844723580163,422.2998578255554,126.16570150270752,145.54619098339373,47.309388185732324,12.796397710355302,1371.0293200196525,225.57822206931488,237.70574874291106,82.19629983919442,15.306714327408363,0.774142643784372,0.6928541492596817,0.6645287350798325,0.5067704992079718,0.43353550787720463,0,0.0,0,0.0,1,0.19715591546812772,244,197,114
2019-08-05,31,1.0384382501508813,393.93083515096896,89.04294051896528,165.00560434528415,48.82343266032858,9.464270240773278,1353.6513591647256,201.8320515536227,260.08790384244855,85.81176758796607,12.525613106254951,0.7719044906448667,0.6686899237994469,0.684283559705858,0.5175251964094854,0.38509998459786665,0,0.0,0,0.0,0,0.0,268,178,93
2019-08-12,32,1.03411503678435,379.0008278194567,94.37055400628824,149.7867372318463,40.46071611893969,10.581018173199801,1326.5567792347645,195.2865797830996,253.82189876882575,79.07601153352442,13.086140794450792,0.7683250242269554,0.6613459369760245,0.6789915187012389,0.49709576429039126,0.39551729153753706,0,0.0,0,0.0,0,0.0,262,215,86
2019-08-19,33,1.0281729198583875,343.75780409883106,323.16939800123123,165.9240601539902,45.91252880511773,11.297906036950051,1272.347549563166,420.812687892781,267.4528196615205,81.49673399520373,13.91513419584021,0.76081526827095,0.807992388963099,0.6902848710590563,0.5046339450903329,0.4102927653326798,0,0.0,0,0.0,0,0.0,248,190,95
2019-08-26,34,1.033665863350758,339.9402447998194,70.62751049459428,142.7150392358548,42.02702710662042,11.002528797087734,1230.5835294940357,281.0338544409848,249.696167100463,78.7005574044621,13.785555636255776,0.7546890467340127,0.7375561283216944,0.6754091313925075,0.49590599233931437,0.40803104689692576,0,0.0,0,0.0,0,0.0,230,226,98
2019-09-02,35,1.0380743502634722,378.1977960649068,90.37778222115237,131.12802660959485,48.01034303707546,9.715454897746735,1239.6062667107317,230.89470944164475,231.00649344978007,83.4255938690834,12.47256602499789,0.7560389905056577,0.6977890635702787,0.6581259827400632,0.5104805917726313,0.38409548587556386,0,0.0,0,0.0,0,0.0,262,190,104
2019-09-09,36,1.0323000559896744,317.7228052850276,78.57404381750148,119.10350612812564,32.26904745751446,8.980129556519723,1185.4471919825398,194.02139853832387,211.50610350803768,69.810564698602,11.4746427615193,0.7477052518540113,0.6598887002880315,0.6380157145520234,0.46599226722795645,0.36456784747206494,0,0.0,0,0.0,0,0.0,193,134,83
2019-09-16,37,1.0324021935877,292.6589398014229,82.90477779078203,132.7836407834134,42.835133256535954,8.891833599563588,1122.4719741892009,179.91547705994395,217.38608218662847,74.24988737090685,11.186762151867448,0.7372693837513681,0.6427493004304833,0.6443243917405556,0.4813610475602277,0.35870226275469863,1,0.1525610171549076,0,0.0,0,0.0,224,145,92
2019-09-23,38,1.0340488304484525,302.5612348379239,86.46808280567757,117.78615223002457,38.859567665694755,9.244192403453022,1088.2916167703645,176.42582133564954,204.74058510467597,72.27201698260284,11.481544833826511,0.7312354679064769,0.6382392950238351,0.6304742754549157,0.4746244150089635,0.36470716079630694,0,0.0,0,0.0,0,0.0,180,159,81
2019-09-30,39,1.0340331308897694,201.58052316975272,84.12423738534508,145.78006925920351,34.95951406200733,8.159462807465896,963.3846549090078,172.33714805316987,227.67630330107392,67.4819217041786,10.455771774231199,0.7066125113263095,0.6328080810316907,0.6548513693322241,0.4575606347165372,0.3433100251650128,0,0.0,0,0.0,0,0.0,180,134,95
2019-10-07,40,1.0393882361419144,307.38872135694726,91.47832283908934,115.72220996424868,43.413904449715865,9.174279703383519,981.7579797932527,177.64689686567428,206.79273128467827,73.78076921659624,11.265434058229758,0.7105137036662162,0.6398302983793834,0.6327947701643809,0.4797789059871195,0.36031593347620405,1,0.07477548801145442,0,0.0,0,0.0,194,143,94
2019-10-14,41,1.0366033284899399,321.8507555547018,84.90938702765322,121.43490259084079,38.721459286514516,10.345999068773606,1009.0813414099787,173.73283546049038,204.1519951047121,71.92280543398283,12.599085880419558,0.716127104770442,0.6346802902480669,0.6298032965638977,0.473416780505916,0.3864858642550809,0,0.0,0,0.0,0,0.0,184,134,109
2019-10-21,42,1.0347064485820532,264.50848946358246,64.62502337827681,105.85546185665459,54.21126479900202,9.01169212165384,970.8654284505675,151.491441108522,187.51625989853943,86.5765272442943,11.531509297737752,0.7082135184836462,0.6023721540613041,0.6097767316772379,0.5197402579855966,0.3657138384607897,0,0.0,0,0.0,0,0.0,163,142,84
2019-10-28,43,1.0341224794614734,371.67579526975203,99.80185345582271,121.16587927143259,52.46506341264492,21.023851607003316,1051.2815951851494,175.5475740100837,196.17238323084837,91.42450067257735,23.330153466550865,0.7243815388226091,0.6370862622933472,0.6204602097951615,0.5333222515677566,0.5384276675724401,0,0.0,0,0.0,0,0.0,182,147,83
2019-11-04,44,1.0377557434266036,530.5619797652022,83.58941004673832,351.96257025415986,35.56455387412512,8.382103734771606,1266.4590963948067,171.36319705178016,430.4315235464992,76.70557917678494,13.048134428081779,0.7599701061578084,0.6314901906874332,0.7819892305098644,0.48948850181173664,0.39482211791641925,0,0.0,0,0.0,0,0.0,186,138,84
2019-11-11,45,1.0313828903646076,190.36343762829395,85.02306172204335,128.85938800235465,35.35927048654844,10.717857631789675,1076.8848051046587,170.70466024793342,301.0319974209543,69.87678111610165,13.327484517406031,0.7291596483236523,0.6305937256181262,0.7149860325698189,0.46622819489278855,0.39989470283739686,0,0.0,0,0.0,1,0.23084972081581911,182,136,123
2019-11-18,46,1.038852126345534,265.5877982905321,78.63408238498307,314.8176544213329,42.03263483261408,9.483769947755434,1019.4071618637931,163.9864125089498,435.2304533897146,73.47718633485982,12.14926685123664,0.7181922067556933,0.621192624841592,0.7838735262675293,0.47874989169104076,0.37790183233274294,0,0.0,1,0.15135088256588428,0,0.0,194,207,89
2019-11-25,47,1.0331752424760892,291.1694365210802,173.08314935450434,100.83604761995322,40.03961043786865,8.3251519779779,1004.7544498257353,255.07635560897924,274.9282289758391,73.10434428855558,10.755005348225227,0.7152527261617705,0.7183704337944624,0.6961473219800113,0.4774805354365119,0.34969934898242067,0,0.0,0,0.0,0,0.0,139,115,83
2019-12-02,48,1.0263255882103197,275.7741261517206,73.40835042354794,138.5883239782851,35.99388527989567,7.851896595520433,979.1022410297353,200.94652822803755,248.55961556862076,68.89084020974568,10.002897665165479,0.7099562395741364,0.6677150569278987,0.6744081691781078,0.46269360904067497,0.3333977196735644,0,0.0,0,0.0,0,0.0,143,110,118
2019-12-09,49,1.0256619555992432,281.43613886986947,62.6582499013074,96.70219091168214,33.910100487041724,9.480870333176659,966.8077075906842,163.13151401532616,196.12603713913046,64.91097858142729,11.481449866209754,0.7073472751298039,0.6199619024189726,0.6204045668431079,0.4479369280151055,0.3647052443583049,0,0.0,1,0.1398081036818279,0,0.0,167,143,104
2019-12-16,50,1.0224580404118913,256.3642304157654,45.19304302368637,97.22850945787552,32.11850131499626,7.840442877319924,933.1296257292444,126.75880003134945,175.67892431352772,61.32844167663853,10.136732850561874,0.6999541587854271,0.5590027818714204,0.5941543676858208,0.4339426724661613,0.33635805516233597,0,0.0,0,0.0,0,0.0,163,126,105
2019-12-23,51,1.0290955019674644,211.3022385756389,66.2675876486149,267.5676440733349,35.802402621025365,6.98854070686928,864.49297658611,129.64698766428964,337.839213798746,63.40020137551271,9.015887276981655,0.6836676775541105,0.564549045397515,0.7378992528745062,0.4421207276375488,0.3107224394317926,0,0.0,0,0.0,0,0.0,162,142,89
2019-12-30,52,1.0200267756036632,276.62085947681476,82.00158275901651,104.16701970577533,34.917259943769025,6.99870022891073,881.7659430870917,146.82507659116135,239.30270522527377,63.44735056274975,8.801877684307062,0.6879305444513427,0.5948547798259615,0.6660197703639247,0.4423040949438468,0.305600828556495,0,0.0,0,0.0,0,0.0,144,116,103
2020-01-06,53,1.0222156375949847,216.72529340346708,125.80332159702547,111.97522832000485,32.88832694190251,8.419540220497638,833.9614535644312,199.21585989260615,207.69631041011436,61.4396346951399,10.17991575735905,0.6758407656539378,0.6657931165951839,0.6338072898964925,0.4343876794334727,0.33730762667476255,0,0.0,1,0.19305815266329507,0,0.0,166,177,112
2020-01-13,54,1.023833257976013,268.0666625540538,75.1152981625956,111.33912786556667,37.17153270245871,8.077984763609688,851.8396800491555,174.72322810889867,194.4176520296124,64.81936831527167,10.1139679150815,0.6804702659814288,0.635997288294965,0.6183420389237618,0.44758770231727535,0.33585636883196257,0,0.0,0,0.0,0,0.0,175,124,95
2020-01-20,55,1.0301139222943545,239.89071068301564,66.30649674351538,99.80643186806843,36.848846597492184,27.273168468903965,836.1784867174244,153.66811079796472,177.5734926799134,66.01756233936445,29.295962051920263,0.6764221313524321,0.6057841102477185,0.5967382749071717,0.45212069891928997,0.5942872566532876,0,0.0,0,0.0,0,0.0,172,122,105
2020-01-27,56,1.035732672109969,245.69910616260668,61.3487306037374,101.71804218190987,28.64367508947975,9.0846404476181,831.0240468648037,138.18278600271975,172.74743925387523,58.35157814219375,14.943832858002153,0.6750672734470721,0.5801543777439142,0.5900903512398137,0.4217630107711651,0.42765294004031984,0,0.0,0,0.0,0,0.0,139,111,113
2020-02-03,57,1.041113028153373,208.97044665791256,52.51531240324725,321.0330449926224,21.800471336213462,9.905580576389841,790.6872794632751,121.60670540460713,390.1320206941725,48.05868150020065,12.894347147990272,0.6640595671935728,0.5487501164848732,0.7647667757912794,0.37528639946308795,0.3919927971204034,0,0.0,0,0.0,0,0.0,147,124,99
2020-02-10,58,1.0398584939845121,269.79940814892734,55.42363121081375,92.17955358999761,98.12289200616391,10.874885919896109,823.2805037732198,116.22698391311732,248.2323618676666,119.7492986812542,13.453755349494163,0.6730104021390054,0.5375230316296636,0.6741188107656737,0.599497968062164,0.40215979368957727,0,0.0,0,0.0,0,0.0,188,144,104
2020-02-17,59,1.0390471719623995,288.580825351098,74.67078634869408,83.79331491961123,33.99546257819215,10.684409983106987,864.8771779923518,132.78427830525274,183.0862596666779,87.88264698475655,13.375161053005819,0.6837637622374599,0.5704177243925862,0.6040731106320321,0.5234766580296779,0.4007519553767436,1,0.07915703876272627,0,0.0,0,0.0,220,150,92
2020-02-24,60,1.040966711185469,272.30059817197093,71.69315272180094,128.80019825491487,49.41202884148867,10.518149789597842,877.7146227666171,138.0852918744273,202.03470212158604,88.95921998462912,13.193182000199005,0.6869410485935539,0.5799824541335264,0.6273693511617474,0.5265129656299437,0.39746662432423346,0,0.0,0,0.0,0,0.0,209,135,89
2020-03-02,61,1.028721182483119,301.13948351333835,77.81413620854615,263.233682804469,44.400517618957196,11.476774730861305,915.5397194499703,146.85678214575978,344.04756365310345,84.4321666120403,14.115411130901105,0.6959422858268082,0.5949068154791319,0.741405818284383,0.5134771885068495,0.41375468338165877,0,0.0,1,0.18921361887687588,0,0.0,175,186,96
2020-03-09,62,1.0284939695748188,260.197451345662,77.14909838698725,114.41771920301707,33.082654854623975,10.370160344066301,901.0752549606411,150.57748945986714,252.03674466425846,71.07712983004211,13.193242570246522,0.6925619801968331,0.6009218536926233,0.6774512149107933,0.47046915645009973,0.3974677238093204,0,0.0,1,0.13804417048895828,0,0.0,206,193,81
2020-03-16,63,1.030104463089735,416.0641698900826,108.88682437893024,131.52263922071143,160.78255892645052,7.139662782963437,1046.8168483625313,184.1755691088638,232.33733708641483,192.76726734996947,9.778311297012742,0.7235310050109596,0.6481048658982668,0.6594173044721383,0.7067096767979959,0.32837024233787454,0,0.0,0,0.0,0,0.0,193,158,89
2020-03-23,64,1.0297701908239107,384.3593789177972,82.73900737312462,152.92323136334855,46.09437399066059,9.746177656647927,1117.131172771569,174.82679192755654,245.8581661979145,132.83964429814685,11.701839916050474,0.7363444854479784,0.6361344565476,0.6720040412188454,0.6241301743206468,0.3691217906291267,0,0.0,0,0.0,0,0.0,160,151,99
2020-03-30,65,1.0259951580075373,484.22193091215354,87.61280543373657,158.83960957049624,39.87749104741518,15.824314239806998,1266.2137518522518,175.02620139751485,257.182876049662,99.65533098158126,18.164682223017092,0.7599347625385166,0.6363982795389632,0.6818519407434601,0.5547028882310105,0.47595528548805743,0,0.0,0,0.0,0,0.0,253,206,113
2020-04-06,66,1.0243956208547285,467.6703058974431,86.14173489099213,141.19208835006697,45.103837447594934,12.292231765096101,1354.0199321940192,173.65483558974955,244.0652387699318,89.9487363893065,15.92516820969952,0.771952420461004,0.6345761631272057,0.6703887456944686,0.5292698157123,0.44328722740398596,0,0.0,0,0.0,0,0.0,254,168,81
2020-04-13,67,1.0237736498704804,319.0963372350798,97.43826409238314,105.95870705565316,63.69782692899756,11.979739066736373,1266.910289770893,184.26568188725793,203.58480256362589,104.17475830418549,15.164772708676278,0.7600350765997266,0.6482164173455844,0.6291544007960491,0.5656299444255497,0.4312489898430266,0,0.0,0,0.0,0,0.0,229,198,93
2020-04-20,68,1.0189987383327963,342.10315014392023,72.93019295943333,175.79489607112924,52.77394430031503,11.351222352984824,1228.9403529835454,165.0630339030623,257.22881709657963,99.65258553719849,14.38417689472008,0.7544415918806571,0.6227312480073265,0.681890686603412,0.5546960832164847,0.41833710135806296,0,0.0,0,0.0,0,0.0,258,202,103
2020-04-27,69,1.0203931298378273,424.55529609082885,76.48292444569165,147.29166892765681,57.88457395849825,13.466038401798631,1284.8135431793107,159.0144413972228,250.1831957662887,102.72823745023757,16.342873780742647,0.7625850043648249,0.6139211409967652,0.6758361768648171,0.562191366171381,0.44968578652694224,0,0.0,0,0.0,0,0.0,239,167,84
2020-05-04,70,1.0243742168132364,344.17932813336097,90.20100952653134,380.47980926582653,31.22711497849955,13.531139450248016,1243.5488083588784,169.70823022514276,480.553087572342,77.45482183110646,16.799714206396544,0.7566242036952896,0.6292289637712443,0.8001841927329281,0.4919177509481938,0.4565175183745424,0,0.0,0,0.0,0,0.0,261,179,90
2020-05-11,71,1.0202189042338154,260.87992786722543,92.95562530490037,142.21984952919976,45.259006211882095,10.813109906403426,1131.3640937184402,177.80974041747174,334.4410845581366,80.11367603588,14.173052747682735,0.738794972638594,0.6400414188151666,0.735939367989409,0.5003549854037906,0.41474353644462764,0,0.0,0,0.0,1,0.1930540546904616,225,203,111
2020-05-18,72,1.0183147900957397,437.2435900645734,124.58411988441839,377.61441854607716,53.5221557910324,12.095912902724434,1229.1984556674815,213.48899009315426,511.3908523693318,89.5733100071784,14.930523452260982,0.7544804940070237,0.681009530923926,0.8099433978973676,0.5282276438632151,0.4274348614519419,0,0.0,0,0.0,0,0.0,260,210,94
2020-05-25,73,1.016466651288099,453.13681924002026,113.74485398038979,162.72303984470975,47.717262511410375,16.637120307030557,1313.5757382072572,220.48934902696692,367.27938079244245,88.02525201464066,19.623224997482755,0.766569990995274,0.6879771502434994,0.7537347059404629,0.5238810890577964,0.4952455283165217,0,0.0,1,0.1488279607059535,0,0.0,258,228,89
2020-06-01,74,1.0225039217223442,300.19234832401776,108.94341781007705,159.01652460431637,35.86529220645256,9.360399112156804,1219.6953650690978,219.1880923235605,305.92827692129333,75.47665561304086,13.285044111653356,0.7530399798464968,0.6867051045919653,0.7182624246800721,0.48545330046776575,0.39912953298452014,0,0.0,0,0.0,0,0.0,272,199,86
2020-06-08,75,1.027427163756858,363.0586062148345,102.26216831936065,135.67953564044515,54.50533434631776,14.40258645679765,1216.845361763203,211.8562144811409,258.05084640896246,88.46982937218615,17.05959527912832,0.7526046649484205,0.6793394027232144,0.6825823797516694,0.5251375258221295,0.4603286989681767,0,0.0,0,0.0,0,0.0,248,227,100
2020-06-15,76,0.9658846799804812,265.6229418633214,103.56637481667345,124.83988612739034,48.26023409579123,11.8472340544256,1117.4146950975635,209.49448205724389,228.06022469097533,88.07165731327501,15.259153110251265,0.7363937483324019,0.6768924623945183,0.6552320791422179,0.5240125475118923,0.43277140158578603,0,0.0,0,0.0,1,0.16374965748344034,230,178,102
2020-06-22,77,0.9653287979031054,349.9293943882551,88.40808771509217,141.5993366307417,53.6221169919238,10.617943233230983,1132.1196809565495,193.1553287437141,232.82342650713184,93.25436278289754,13.669773855281237,0.7389237897196989,0.6588839083071103,0.6598865296786794,0.5382511660024007,0.4059954163647309,0,0.0,0,0.0,1,0.14802543366101495,250,177,101
2020-06-29,78,0.9498966505859359,332.1398531480234,87.01191715435222,151.22623026299937,40.18811787558722,12.439210381533165,1124.623629817608,183.58958152620926,244.35560086585213,82.15258112789111,15.173165152589412,0.7376401675947707,0.6473777370035082,0.6706514193418934,0.5066375173090627,0.43138469588291745,0,0.0,0,0.0,0,0.0,198,169,85
2020-07-06,79,0.9506280213756864,330.4859805347525,77.12365839380128,123.76349481848817,51.53149340444929,11.593051915597746,1117.722521407078,168.91844915690592,221.50573516482902,88.50015491200028,14.627684946115629,0.7364472132698139,0.628140053932659,0.6486149787731045,0.5252229884193267,0.422427458517018,1,0.18769963652106264,0,0.0,0,0.0,234,173,76
2020-07-13,80,0.9466953386396066,349.86724706728006,96.94948442124766,172.39171158207603,42.92752795226849,13.832755083691508,1132.2730120522347,181.40870899970062,260.99400564800766,82.75259766266862,16.758292072914635,0.7389499150257408,0.6446449708132297,0.6850344146598845,0.5084563862641807,0.45590507958510373,0,0.0,0,0.0,0,0.0,221,188,89
